BPS Race,Gender,Grade,Date,Time,Absent?,Tardy?,Dismissed?,Reason,Excused?,Home Lang,Student No,Filter
White,F,12,2/7/2018,12:52 PM,FALSE,FALSE,TRUE,,FALSE,English,349070,Present
Hispanic,M,8,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,329982,Absent
Hispanic,M,10,2/7/2018,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,268641,Tardy
White,M,11,2/7/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,269296,Tardy
Hispanic,F,9,2/7/2018,9:27 AM,FALSE,TRUE,FALSE,,FALSE,English,306952,Tardy
White,M,11,2/7/2018,12:58 PM,FALSE,FALSE,TRUE,,FALSE,English,268743,Present
Hispanic,F,8,2/7/2018,7:51 AM,FALSE,TRUE,FALSE,,FALSE,English,297368,Tardy
Other,M,7,2/7/2018,7:46 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,317361,Tardy
White,M,10,2/7/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,269023,Tardy
White,M,12,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,330657,Absent
White,M,8,2/7/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,306239,Tardy
White,M,11,2/7/2018,8:42 AM,FALSE,TRUE,FALSE,,FALSE,English,330656,Tardy
White,F,7,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316337,Absent
Hispanic,M,8,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,323496,Absent
Black,F,11,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,244103,Absent
Hispanic,F,11,2/7/2018,7:32 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258974,Tardy
Black,M,11,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,247095,Absent
Hispanic,F,9,2/7/2018,11:42 AM,FALSE,FALSE,TRUE,Bereavement,TRUE,English,268557,Present
Asian,F,8,2/7/2018,11:58 AM,FALSE,FALSE,TRUE,,FALSE,English,306737,Present
White,F,10,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,269311,Absent
Hispanic,F,7,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,332075,Absent
Black,M,12,2/7/2018,7:42 AM,FALSE,TRUE,FALSE,,FALSE,French,247015,Tardy
Black,F,9,2/7/2018,7:45 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,359657,Tardy
Hispanic,M,10,2/7/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,341527,Tardy
Hispanic,F,12,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,258176,Absent
Hispanic,M,9,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,237209,Absent
Hispanic,M,12,2/7/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,222199,Tardy
White,F,9,2/7/2018,8:09 AM,FALSE,TRUE,FALSE,,FALSE,English,380231,Tardy
Black,F,12,2/7/2018,8:17 AM,FALSE,TRUE,FALSE,,FALSE,English,367427,Tardy
Black,F,10,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297796,Absent
Black,F,10,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,302542,Absent
Black,M,7,2/7/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,359989,Absent
White,F,8,2/7/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,316928,Absent
Other,M,9,2/7/2018,7:42 AM,FALSE,TRUE,FALSE,,FALSE,English,345449,Tardy
Hispanic,F,12,2/7/2018,9:47 AM,FALSE,TRUE,FALSE,,FALSE,English,249801,Tardy
White,F,9,2/7/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,297204,Tardy
Black,F,12,2/7/2018,10:26 AM,FALSE,TRUE,FALSE,,FALSE,English,252195,Tardy
Hispanic,M,11,2/7/2018,9:26 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,263755,Tardy
Black,F,11,2/7/2018,9:16 AM,FALSE,TRUE,FALSE,,FALSE,English,303567,Tardy
Hispanic,M,9,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Somali,302954,Tardy
Hispanic,M,7,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,318367,Tardy
Black,F,10,2/6/2018,8:15 AM,FALSE,TRUE,FALSE,,FALSE,English,245448,Tardy
Hispanic,F,9,2/6/2018,8:00 AM,FALSE,TRUE,FALSE,,FALSE,English,301876,Tardy
Hispanic,F,11,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,267260,Tardy
Hispanic,F,11,2/6/2018,7:37 AM,FALSE,TRUE,FALSE,,FALSE,English,260916,Tardy
White,M,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,299354,Absent
Black,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,206697,Absent
Black,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cape Verdean,259304,Absent
Black,F,12,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,258550,Tardy
Black,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,305634,Absent
Black,F,12,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,260239,Tardy
Hispanic,F,12,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,260509,Tardy
White,F,11,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,357767,Tardy
Black,M,11,2/6/2018,8:28 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,357856,Tardy
Black,F,11,2/6/2018,8:51 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,258226,Tardy
Black,M,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,388643,Absent
Hispanic,M,10,2/6/2018,8:19 AM,FALSE,TRUE,FALSE,,FALSE,English,201526,Tardy
Black,F,12,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,348402,Tardy
Hispanic,F,12,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,Spanish,248986,Tardy
Black,F,12,2/6/2018,8:45 AM,FALSE,TRUE,FALSE,,FALSE,English,236527,Tardy
White,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,Other,TRUE,English,338058,Absent
White,M,9,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,298061,Tardy
Hispanic,F,12,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,326287,Tardy
White,F,8,2/6/2018,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,388783,Tardy
Hispanic,F,11,2/6/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,245845,Tardy
Hispanic,F,11,2/6/2018,9:16 AM,FALSE,TRUE,FALSE,,FALSE,English,258377,Tardy
Black,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,209285,Absent
White,M,11,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,266371,Tardy
Black,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,268235,Absent
White,F,9,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,296164,Tardy
White,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,257846,Absent
Black,M,12,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,327768,Tardy
Black,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Haitian,303060,Absent
Hispanic,F,9,2/6/2018,8:47 AM,FALSE,TRUE,FALSE,Other,TRUE,English,377359,Tardy
White,F,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,305672,Absent
Hispanic,F,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316024,Absent
Hispanic,F,7,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,329625,Tardy
Black,M,12,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,348409,Tardy
Black,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,380174,Absent
Asian,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,296818,Absent
Black,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,311230,Absent
Asian,M,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,304105,Absent
Asian,F,10,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,261721,Tardy
Asian,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Mandarin,368036,Absent
Asian,F,12,2/6/2018,8:54 AM,FALSE,TRUE,FALSE,,FALSE,Arabic,240937,Tardy
White,F,7,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,324062,Tardy
Black,F,12,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,247372,Tardy
Hispanic,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,309324,Absent
Hispanic,M,12,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,248560,Tardy
Hispanic,M,8,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,309642,Tardy
White,F,10,2/6/2018,10:07 AM,FALSE,TRUE,FALSE,,FALSE,English,297589,Tardy
Black,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,311466,Absent
White,M,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,245095,Absent
Hispanic,F,12,2/6/2018,7:48 AM,FALSE,TRUE,FALSE,,FALSE,English,303250,Tardy
White,F,10,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,Other,TRUE,English,296567,Tardy
Black,M,11,2/6/2018,7:40 AM,FALSE,TRUE,FALSE,,FALSE,English,243309,Tardy
White,M,8,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Albanian,380186,Tardy
Asian,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,296337,Absent
Hispanic,F,7,2/6/2018,7:48 AM,FALSE,TRUE,FALSE,,FALSE,English,400872,Tardy
Black,F,10,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,296119,Tardy
Hispanic,F,10,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,259019,Tardy
Hispanic,F,9,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,267503,Tardy
Hispanic,F,11,2/6/2018,9:26 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,247432,Tardy
White,F,12,2/6/2018,7:47 AM,FALSE,TRUE,FALSE,,FALSE,English,348356,Tardy
Black,M,10,2/6/2018,8:12 AM,FALSE,TRUE,FALSE,,FALSE,English,259281,Tardy
Hispanic,F,12,2/6/2018,8:52 AM,FALSE,TRUE,FALSE,,FALSE,English,311116,Tardy
Black,F,8,2/6/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,314336,Tardy
White,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,348398,Absent
Black,M,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Haitian,246581,Absent
Black,M,12,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,French,249039,Tardy
White,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,258869,Absent
White,M,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,357850,Absent
White,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348357,Absent
Hispanic,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,305593,Absent
Black,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,267674,Absent
Black,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348343,Absent
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,248660,Absent
Hispanic,M,11,2/6/2018,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,269931,Tardy
Hispanic,F,10,2/6/2018,7:34 AM,FALSE,TRUE,FALSE,,FALSE,English,207672,Tardy
White,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,367035,Absent
White,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,365401,Absent
White,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,320392,Absent
White,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,301630,Absent
White,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,267437,Absent
Hispanic,M,7,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,308716,Tardy
Hispanic,M,12,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,236817,Tardy
Black,F,12,2/6/2018,8:33 AM,FALSE,TRUE,FALSE,,FALSE,English,240335,Tardy
Black,F,11,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,263013,Tardy
White,F,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,307366,Absent
Black,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,317985,Absent
Hispanic,M,9,2/6/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,266435,Tardy
Hispanic,M,12,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,257095,Tardy
Black,F,12,2/6/2018,8:50 AM,FALSE,TRUE,FALSE,,FALSE,English,260974,Tardy
White,M,12,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,338376,Tardy
White,M,12,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,257850,Tardy
Black,F,12,2/6/2018,7:49 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,240903,Tardy
White,M,12,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,257691,Tardy
Black,F,12,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,349061,Tardy
Black,F,12,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,238707,Tardy
Hispanic,F,12,2/6/2018,7:48 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,260116,Tardy
Black,F,12,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,350100,Tardy
Hispanic,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,236424,Absent
Hispanic,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,268667,Absent
Black,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,267116,Absent
Hispanic,F,7,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,335269,Absent
White,M,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,259876,Absent
Black,F,11,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,232352,Tardy
Black,M,12,2/6/2018,9:25 AM,,,,,,,,Present
White,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,388561,Absent
Black,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348457,Absent
Hispanic,F,9,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,English,380196,Tardy
Hispanic,M,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,214259,Absent
Hispanic,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306934,Absent
Hispanic,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,297611,Absent
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,249727,Absent
Black,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,250550,Absent
Hispanic,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,260568,Absent
Asian,M,8,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,321019,Tardy
Asian,M,9,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,305179,Tardy
Black,M,12,2/6/2018,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,242430,Tardy
Nat. Amer.,F,11,2/6/2018,8:47 AM,FALSE,TRUE,FALSE,,FALSE,English,245902,Tardy
White,F,10,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,Polish,268512,Tardy
Hispanic,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,255179,Absent
Black,F,8,2/6/2018,7:56 AM,FALSE,TRUE,FALSE,,FALSE,English,320670,Tardy
Black,F,9,2/6/2018,7:59 AM,FALSE,TRUE,FALSE,,FALSE,English,381193,Tardy
Black,M,10,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,258095,Tardy
Black,F,12,2/6/2018,10:38 AM,TRUE,TRUE,FALSE,,FALSE,English,261745,Absent
White,F,10,2/6/2018,10:12 AM,FALSE,FALSE,TRUE,,FALSE,English,228870,Present
Black,M,11,2/6/2018,8:44 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,248813,Tardy
White,F,8,2/6/2018,8:01 AM,FALSE,FALSE,TRUE,,FALSE,English,305715,Present
Black,M,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,240242,Absent
White,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,250745,Absent
White,M,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,259677,Absent
White,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297151,Absent
White,F,8,2/6/2018,8:33 AM,FALSE,TRUE,FALSE,,FALSE,English,268071,Tardy
White,F,8,2/6/2018,7:47 AM,FALSE,TRUE,FALSE,,FALSE,English,307227,Tardy
Black,F,9,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,361936,Tardy
White,M,12,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,239474,Tardy
Hispanic,F,10,2/6/2018,8:17 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,300597,Tardy
Asian,M,7,2/6/2018,10:50 AM,TRUE,TRUE,FALSE,Illness/Medical,TRUE,English,317025,Absent
White,F,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,324828,Absent
White,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,317593,Absent
Black,M,11,2/6/2018,9:47 AM,FALSE,TRUE,FALSE,,FALSE,English,262843,Tardy
Black,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,249038,Absent
Other,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,311970,Absent
Hispanic,M,11,2/6/2018,7:26 AM,FALSE,TRUE,FALSE,,FALSE,English,298684,Tardy
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Cantonese,269227,Absent
Asian,M,9,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,298575,Tardy
Asian,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,240141,Absent
Black,F,8,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,319598,Absent
Other,F,11,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,229276,Tardy
Other,F,8,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,307932,Tardy
White,M,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306209,Absent
White,F,8,2/6/2018,12:35 PM,FALSE,FALSE,TRUE,,FALSE,English,316881,Present
White,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,297164,Absent
White,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,267644,Absent
Hispanic,F,12,2/6/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,340387,Tardy
Hispanic,F,11,2/6/2018,7:36 AM,FALSE,TRUE,FALSE,,FALSE,English,340388,Tardy
Black,F,8,2/6/2018,7:21 AM,FALSE,TRUE,FALSE,,FALSE,English,340748,Tardy
White,F,10,2/6/2018,9:47 AM,FALSE,TRUE,FALSE,,FALSE,English,357866,Tardy
Black,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,348447,Absent
White,M,12,2/6/2018,9:36 AM,FALSE,FALSE,TRUE,Illness/Medical,TRUE,English,299534,Present
Asian,M,10,2/6/2018,7:25 AM,FALSE,TRUE,FALSE,,FALSE,Cantonese,251222,Tardy
Hispanic,F,12,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,257270,Tardy
Hispanic,F,12,2/6/2018,8:09 AM,FALSE,TRUE,FALSE,,FALSE,English,258431,Tardy
Black,M,12,2/6/2018,10:49 AM,TRUE,TRUE,FALSE,,FALSE,English,236692,Absent
White,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,367430,Absent
White,M,12,2/6/2018,7:39 AM,FALSE,TRUE,FALSE,,FALSE,English,359548,Tardy
Hispanic,M,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,339522,Absent
White,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Court/Jury Duty,TRUE,English,267544,Absent
White,M,11,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,269516,Tardy
White,M,9,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,201255,Tardy
White,F,12,2/6/2018,7:23 AM,FALSE,TRUE,FALSE,,FALSE,English,269534,Tardy
Hispanic,F,11,2/6/2018,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,360186,Tardy
Black,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,224189,Absent
Asian,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306045,Absent
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,327970,Absent
Asian,F,9,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,347152,Absent
Asian,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,359294,Absent
Asian,F,12,2/6/2018,8:55 AM,FALSE,TRUE,FALSE,,FALSE,English,248815,Tardy
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,241671,Absent
Asian,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,400664,Absent
Asian,F,8,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,309525,Tardy
Asian,F,7,2/6/2018,7:24 AM,FALSE,TRUE,FALSE,,FALSE,English,305188,Tardy
White,F,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,314315,Absent
White,F,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,306658,Absent
Black,F,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Haitian,349071,Absent
White,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,306544,Absent
Other,F,9,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,English,301038,Tardy
Black,M,12,2/6/2018,9:37 AM,FALSE,TRUE,FALSE,,FALSE,English,247602,Tardy
Black,F,7,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,316496,Absent
Hispanic,F,8,2/6/2018,8:06 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,315061,Tardy
Black,M,11,2/6/2018,7:34 AM,FALSE,TRUE,FALSE,Bus / Transportation,TRUE,English,246546,Tardy
White,F,9,2/6/2018,7:55 AM,FALSE,TRUE,FALSE,,FALSE,English,306128,Tardy
Hispanic,F,12,2/6/2018,7:28 AM,,,,,,,,Present
Hispanic,F,8,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,316298,Absent
White,M,12,2/6/2018,10:20 AM,FALSE,TRUE,FALSE,,FALSE,English,301397,Tardy
Hispanic,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,301164,Absent
Black,F,11,2/6/2018,7:41 AM,FALSE,TRUE,FALSE,,FALSE,English,242422,Tardy
Hispanic,M,12,2/6/2018,7:31 AM,FALSE,TRUE,FALSE,,FALSE,English,248936,Tardy
Black,F,11,2/6/2018,9:19 AM,FALSE,TRUE,FALSE,,FALSE,Haitian,312664,Tardy
Asian,F,11,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,269485,Tardy
Asian,M,12,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,Vietnamese,330812,Tardy
Asian,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Vietnamese,323923,Absent
Hispanic,F,11,2/6/2018,11:37 AM,FALSE,FALSE,TRUE,,FALSE,Spanish,262558,Present
Hispanic,M,9,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,268178,Tardy
Hispanic,F,11,2/6/2018,7:22 AM,FALSE,TRUE,FALSE,,FALSE,English,247313,Tardy
Asian,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Cantonese,297258,Absent
Hispanic,F,11,2/6/2018,7:28 AM,FALSE,TRUE,FALSE,,FALSE,English,243053,Tardy
White,F,10,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Polish,269743,Absent
Hispanic,F,9,2/6/2018,7:30 AM,FALSE,TRUE,FALSE,,FALSE,Spanish,359733,Tardy
Asian,M,7,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,308581,Absent
White,M,11,2/6/2018,7:27 AM,FALSE,TRUE,FALSE,,FALSE,English,252244,Tardy
Black,F,12,2/6/2018,10:13 AM,FALSE,TRUE,FALSE,Illness/Medical,TRUE,English,347154,Tardy
Black,F,12,2/6/2018,7:57 AM,FALSE,TRUE,FALSE,,FALSE,English,313017,Tardy
Hispanic,M,12,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,Spanish,229100,Absent
Hispanic,M,12,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,Spanish,236415,Absent
Other,M,8,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,298304,Absent
Asian,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,,FALSE,English,269847,Absent
Hispanic,M,8,2/6/2018,10:49 AM,TRUE,TRUE,FALSE,Illness/Medical,TRUE,English,307866,Absent
Black,F,11,2/6/2018,7:29 AM,FALSE,TRUE,FALSE,,FALSE,English,250819,Tardy
White,F,11,2/6/2018,Null,TRUE,FALSE,FALSE,Illness/Medical,TRUE,English,269209,Absent
